Date,Volatility
2014-01-03,0.0257547633253523
2014-01-04,0.026315581482207
2014-01-05,0.033564511612809
2014-01-06,0.030028572200597
2014-01-07,0.0382065936676312
2014-01-08,0.0349765431679165
2014-01-09,0.0311440550423332
2014-01-10,0.0302729306679749
2014-01-11,0.0319020527385839
2014-01-12,0.0341684724446149
2014-01-13,0.0327268866056415
2014-01-14,0.0291698598415083
2014-01-15,0.0295932348470156
2014-01-16,0.0297771956544817
2014-01-17,0.0296381979576632
2014-01-18,0.028419729393486
2014-01-19,0.0294686607520677
2014-01-20,0.0269056148912646
2014-01-21,0.0241018334085002
2014-01-22,0.0216875914221648
2014-01-23,0.0202776972881705
2014-01-24,0.0236951291756674
2014-01-25,0.025135689792114
2014-01-26,0.0235867621155062
2014-01-27,0.0306892535673458
2014-01-28,0.0343899933957485
2014-01-29,0.030080540352705
2014-01-30,0.0265786084442785
2014-01-31,0.0233368521798637
2014-02-01,0.0218661984451369
2014-02-02,0.019421170945722
2014-02-03,0.0183347135796563
2014-02-04,0.0174418630474854
2014-02-05,0.0187091599704608
2014-02-06,0.0208664109363106
2014-02-07,0.0270266687824108
2014-02-08,0.0301967799550678
2014-02-09,0.0278304763538564
2014-02-10,0.0245911275660866
2014-02-11,0.0242956551640506
2014-02-12,0.025281090633649
2014-02-13,0.0302692135883578
2014-02-14,0.035761591648267
2014-02-15,0.0332495715515327
2014-02-16,0.0349255671890748
2014-02-17,0.0313867438476077
2014-02-18,0.0276271753713914
2014-02-19,0.0243689772679858
2014-02-20,0.0324968186552866
2014-02-21,0.0317812070215168
2014-02-22,0.0334602800354415
2014-02-23,0.0293395568690108
2014-02-24,0.036958369226783
2014-02-25,0.0332496080348147
2014-02-26,0.039035988224213
2014-02-27,0.0337483202965011
2014-02-28,0.0368494621173162
2014-03-01,0.0350980569074234
2014-03-02,0.0318160824579274
2014-03-03,0.040539416089067
2014-03-04,0.0348804893544642
2014-03-05,0.0299911025767639
2014-03-06,0.02566880088538
2014-03-07,0.030585181509885
2014-03-08,0.0282258721035065
2014-03-09,0.0287427580574386
2014-03-10,0.0274274061920658
2014-03-11,0.0248024703265788
2014-03-12,0.0219559248566225
2014-03-13,0.0211409234949607
2014-03-14,0.0222869769577771
2014-03-15,0.0213055050707753
2014-03-16,0.0193617000803725
2014-03-17,0.0199519041741157
2014-03-18,0.019667996948061
2014-03-19,0.0183547389787944
2014-03-20,0.0223069745122468
2014-03-21,0.0240133378840158
2014-03-22,0.0222099953593507
2014-03-23,0.0208975877798688
2014-03-24,0.0250237377463179
2014-03-25,0.0223514145895355
2014-03-26,0.0205559210830896
2014-03-27,0.030663591404816
2014-03-28,0.0308301407587322
2014-03-29,0.0288116856219167
2014-03-30,0.0332807458407775
2014-03-31,0.0294016744205537
2014-04-01,0.0324019108812437
2014-04-02,0.0375205486212447
2014-04-03,0.034853064184574
2014-04-04,0.0302292235943077
2014-04-05,0.0296374028045934
2014-04-06,0.0261921239173539
2014-04-07,0.025846939675385
2014-04-08,0.023521860269319
2014-04-09,0.02385734390813
2014-04-10,0.0335308883004992
2014-04-11,0.0410572292714924
2014-04-12,0.0354556553630922
2014-04-13,0.032313992168347
2014-04-14,0.0389368398471607
2014-04-15,0.0442249730557139
2014-04-16,0.0395703304199749
